Entity Pair,Subject,Object,STV+AF8-sum,Rel+AF8-Count,Strength,overall
225,Bram+AF8-Stoker,The+AF8-Primrose+AF8-Path,0.4146519899,1,106.1034494548,43.9960064517
226,Bram+AF8-Stoker,The+AF8-Lady+AF8-of+AF8-the+AF8-Shroud,0.4163707495,1,106.5432551877,44.3614950167
227,Bram+AF8-Stoker,Bram+AF8-Stoker's+AF8-Dracula's+AF8-Curse,0.4584923685,1,117.3215685237,53.7910438286
228,Bram+AF8-Stoker,The+AF8-Watter's+AF8-Mou',0.5082922578,1,130.0646402221,66.1108496384
229,Bram+AF8-Stoker,The+AF8-Mystery+AF8-of+AF8-the+AF8-Sea,0.4276425838,1,109.4275546245,46.7958821985
230,Bram+AF8-Stoker,The+AF8-Man+AF8AXw-1905+AF8-,0.4146966338,1,106.1148731833,44.0054807052
231,Bram+AF8-Stoker,Miss+AF8-Betty,0.3909313977,1,100.0336928472,39.1063113619
232,Bram+AF8-Stoker,The+AF8-Shoulder+AF8-of+AF8-Shasta,0.5318651795,1,136.0966100836,72.3850479515
233,Bram+AF8-Stoker,Lady+AF8-Athlyne,0.4257438481,1,108.9416956095,46.3812567073
234,Bram+AF8-Stoker,Personal+AF8-Reminiscences+AF8-of+AF8-Henry+AF8-Irving,0.4634473324,1,118.5894721501,54.9599745187
235,Bram+AF8-Stoker,Famous+AF8-Impostors,0.6693912745,1,171.287549534,114.6583910885
236,Belfast,United+AF8-Kingdom,0.4338114262,1,111.0060722096,48.1557025021
237,Cuba,Spanish+AF8-language,0.5478828549,1,140.1953016457,76.8106021092
238,Charles+AF8-Tupper,Charles+AF8-Hibbert+AF8-Tupper,0.4464122653,1,114.2304447608,50.9938716119
239,Chiapas,Mexico,0.4168947935,1,106.677350471,44.4732319958
240,Cotton+AF8-Mather,Boston,0.4276425838,1,109.4275546245,46.7958821985
241,David+AF8-Letterman,Indianapolis,0.4276425838,1,109.4275546245,46.7958821985
242,David+AF8-Letterman,Late+AF8-Show+AF8-with+AF8-David+AF8-Letterman,0.4063877165,1,103.988741371,42.2597471475
243,David+AF8-Letterman,Worldwide+AF8-Pants+AF8-Incorporated,0.4259463549,1,108.9935141719,46.4253900693
244,David+AF8-Letterman,The+AF8-Late+AF8-Late+AF8-Show+AF8AXw-CBS+AF8-TV+AF8-series+AF8-,0.4248486161,1,108.7126186833,46.1864056002
245,David+AF8-Letterman,The+AF8-Late+AF8-Late+AF8-Show+AF8-with+AF8-Craig+AF8-Ferguson,0.5163174272,1,132.1181650491,68.2149110645
246,David+AF8-Letterman,Strangers+AF8-with+AF8-Candy+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
247,David+AF8-Letterman,Late+AF8-Night+AF8AXw-NBC+AF8-,0.4634473324,1,118.5894721501,54.9599745187
248,Diocletian,Prisca+AF8AXw-empress+AF8-,0.4276426435,1,109.4275699008,46.7958952642
249,Democratic+AF8-Progressive+AF8-Party,,0.4106097817,1,105.0691068159,43.1424030131
250,Edward+AF8-de+AF8-Vere,+AF8-17th+AF8-Earl+AF8-of+AF8-OxfordElizabeth+AF8-de+AF8-Vere+AF8-Countess+AF8-of+AF8-Derby,0.4254555702,1,108.8679294626,46.318467006
251,Eve+AF8-Arden,Our+AF8-Miss+AF8-Brooks,0.4276425838,1,109.4275546245,46.7958821985
252,Eve+AF8-Arden,Mildred+AF8-Pierce+AF8AXw-film+AF8-,0.566044867,1,144.8426979679,81.9874657071
253,Eve+AF8-Arden,The+AF8-Voice+AF8-of+AF8-the+AF8-Turtle+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
254,Eve+AF8-Arden,Eternally+AF8-Yours+AF8AXw-film+AF8-,0.4346316457,1,111.2159545215,48.3379733418
255,Eve+AF8-Arden,Hit+AF8-Parade+AF8-of+AF8-1943,0.7169112563,1,183.4472258646,131.5153811593
256,Eve+AF8-Arden,The+AF8-Strongest+AF8-Man+AF8-in+AF8-the+AF8-World,0.4634473324,1,118.5894721501,54.9599745187
257,Eve+AF8-Arden,Having+AF8-Wonderful+AF8-Time,0.7740074396,1,198.0573137127,153.2978342808
258,Eve+AF8-Arden,The+AF8-Lady+AF8-Takes+AF8-a+AF8-Sailor,0.427415669,1,109.3694904077,46.7462339108
259,Eve+AF8-Arden,Whiplash+AF8AXw-1948+AF8-film+AF8-,0.4895843565,1,125.2775587457,61.3339329824
260,Eve+AF8-Arden,San+AF8-Antonio+AF8-Rose+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
261,Eve+AF8-Arden,Our+AF8-Miss+AF8-Brooks+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
262,Francesco+AF8-Cossiga,Rome,0.9303975701,1,238.0752871239,221.5046686409
263,Francesco+AF8-Cossiga,Sassari,0.4276425838,1,109.4275546245,46.7958821985
264,Francesco+AF8-Cossiga,Giuseppe+AF8-Cossiga,0.4276425838,1,109.4275546245,46.7958821985
265,Military+AF8-of+AF8-Guinea,Kindia,0.4113820195,1,105.2667113044,43.3048322825
266,Gordon+AF8-Banks,Sanctified+AF8-Lady,0.4634473324,1,118.5894721501,54.9599745187
267,GTE,Irving+AF8-Texas,0.4764481485,1,121.916193033,58.0867444428
268,Gia+AF8-Carangi,Philadelphia,0.8600768745,2,110.0406188847,94.6433915584
269,Haiti,French+AF8-language,0.4886264801,1,125.0324520233,61.0941669304
270,Haiti,Haitian+AF8-Creole+AF8-language,0.4373797774,1,111.9191616929,48.951178028
271,Heraclius,Heraklonas,0.5229209065,1,133.8078999332,69.97094833
272,Heraclius,Cappadocia,0.4276424944,1,109.4275317483,46.7958626329
273,Heraclius,Constantine+AF8-III+AF8AXw-Byzantine+AF8-emperor+AF8-,0.4475468695,1,114.5207735723,51.253413705
274,Hopewell+AF8-Centre,,0.4276425838,1,109.4275546245,46.7958821985
275,Harley+AC0-Davidson,Milwaukee,0.3959402144,1,101.3153766266,40.1148319436
276,Jack+AF8-Lemmon,Cynthia+AF8-Stone,1.3671564758,2,174.9177883624,239.1399870923
277,John+AF8-Updike,Reading+AF8-Pennsylvania,0.390307337,1,99.8740047363,38.9815568242
278,John+AF8-Updike,The+AF8-Witches+AF8-of+AF8-Eastwick,0.5829318166,1,149.1638242303,86.9523390296
279,John+AF8-Updike,Rabbit+AF8-at+AF8-Rest,0.5752775669,1,147.2052123921,84.6838564199
280,John+AF8-Updike,Rabbit+AF8-Is+AF8-Rich,0.7506814003,1,192.088517488,144.1972772895
281,John+AF8-Updike,Henry+AF8-Bech,0.4318012595,1,110.4916996127,47.7104550571
282,John+AF8-Updike,Memories+AF8-of+AF8-the+AF8-Ford+AF8-Administration,0.5209491253,1,133.3033496309,69.4442633898
283,John+AF8-Updike,Rabbit+AF8-Redux,0.4276425838,1,109.4275546245,46.7958821985
284,John+AF8-Updike,The+AF8-Witches+AF8-of+AF8-Eastwick+AF8AXw-film+AF8-,0.4276426733,1,109.4275775262,46.7959017861
285,John+AF8-Updike,Terrorist+AF8AXw-novel+AF8-,0.4195937812,1,107.3679824033,45.0509377164
286,John+AF8-Updike,Brazil+AF8AXw-novel+AF8-,0.4193560183,1,107.3071423146,44.9998959362
287,John+AF8-Updike,Trust+AF8-Me+AF8AXw-book+AF8-,0.4096919894,1,104.8342570352,42.949755322
288,John+AF8-Updike,Rabbit+AF8-Run+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
289,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Lord+AF8-of+AF8-the+AF8-Rings,0.4522768557,1,115.7311086579,52.3425019305
290,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Hobbit,0.4340401888,1,111.0646092517,48.2065039686
291,J.+AF8-R.+AF8-R.+AF8-Tolkien,Tengwar,0.4276425838,1,109.4275546245,46.7958821985
292,J.+AF8-R.+AF8-R.+AF8-Tolkien,Bloemfontein,0.4276425838,1,109.4275546245,46.7958821985
293,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Two+AF8-Towers,0.4144337773,1,106.0476120052,43.949712417
294,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Return+AF8-of+AF8-the+AF8-King,0.4191691279,1,107.2593197632,44.9597955243
295,J.+AF8-R.+AF8-R.+AF8-Tolkien,Ad+//0Aw//9ALs-naic,0.4576393664,1,117.1032976184,53.5910789254
296,J.+AF8-R.+AF8-R.+AF8-Tolkien,Black+AF8-Speech,0.4480448067,1,114.6481885029,51.3675254563
297,J.+AF8-R.+AF8-R.+AF8-Tolkien,Unfinished+AF8-Tales,0.4276425838,1,109.4275546245,46.7958821985
298,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Adventures+AF8-of+AF8-Tom+AF8-Bombadil,0.455927223,1,116.6651848754,53.190833761
299,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Lord+AF8-of+AF8-the+AF8-Rings+AF8AXw-1978+AF8-film+AF8-,0.4624125063,1,118.324675112,54.7148095757
300,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Lord+AF8-of+AF8-the+AF8-Rings+AF8-film+AF8-trilogy,0.5270796418,1,134.8720601723,71.0883171644
301,J.+AF8-R.+AF8-R.+AF8-Tolkien,Rhovanion,0.3993825912,1,102.1962310822,40.8153955805
302,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Hobbit+AF8AXw-1977+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
303,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Lord+AF8-of+AF8-the+AF8-Rings+AF8AXw-1981+AF8-radio+AF8-series+AF8-,0.481559515,1,123.2241178237,59.3397464155
304,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Quest+AF8-of+AF8-Erebor,0.427642554,1,109.4275469991,46.7958756766
305,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Father+AF8-Christmas+AF8-Letters,0.4276425838,1,109.4275546245,46.7958821985
306,J.+AF8-R.+AF8-R.+AF8-Tolkien,Sarati,0.48015365,1,122.8643772952,58.9937792133
307,J.+AF8-R.+AF8-R.+AF8-Tolkien,Tales+AF8-from+AF8-the+AF8-Perilous+AF8-Realm,0.4276426435,1,109.4275699008,46.7958952642
308,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Tolkien+AF8-Reader,0.4276425838,1,109.4275546245,46.7958821985
309,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Children+AF8-of+AF8-H+//0Aw//9ALo-rin,0.4276425838,1,109.4275546245,46.7958821985
310,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-History+AF8-of+AF8-The+AF8-Hobbit,0.4344629347,1,111.1727838157,48.3004539153
311,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Hunt+AF8-for+AF8-Gollum,0.4634473324,1,118.5894721501,54.9599745187
312,J.+AF8-R.+AF8-R.+AF8-Tolkien,Quenya,0.4143872857,1,106.0357154769,43.9398523237
313,J.+AF8-R.+AF8-R.+AF8-Tolkien,Sindarin,0.5053585768,1,129.3139536674,65.3499155857
314,J.+AF8-R.+AF8-R.+AF8-Tolkien,Born+AF8-of+AF8-Hope,0.6545621157,1,167.4929821871,109.6345607853
315,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Fellowship+AF8-of+AF8-the+AF8-Ring,0.4737545848,1,121.2269490239,57.4318229014
316,J.+AF8-R.+AF8-R.+AF8-Tolkien,The+AF8-Silmarillion,0.4313018918,1,110.3639186378,47.600166895
317,John+AF8-Wayne,Patrick+AF8-Wayne,0.4737546444,1,121.2269642747,57.4318373517
318,John+AF8-James+AF8-Richard+AF8-Macleod,Aberdeen,0.4508808255,1,115.3738847126,52.0198723803
319,John+AF8-James+AF8-Richard+AF8-Macleod,United+AF8-Kingdom,0.5548165441,1,141.9695324693,78.7670453721
320,John+AF8-Dewey,University+AF8-of+AF8-Chicago+AF8-Laboratory+AF8-Schools,0.394610405,1,100.9750976267,39.8458241694
321,Jakarta,Indonesia,0.5638211966,1,144.2736928608,81.3445661467
322,Jean+AC0-Fran+//0Aw//9AKc-ois+AF8-Millet,France,0.4936351776,1,126.3141053012,62.3530858037
323,Jean+AC0-Fran+//0Aw//9AKc-ois+AF8-Millet,The+AF8-Gleaners,0.4246463776,1,108.660868775,46.1424443122
324,John+AF8-W.+AF8-Campbell,Newark+AF8-New+AF8-Jersey,0.5318651795,1,136.0966100836,72.3850479515
325,John+AF8-W.+AF8-Campbell,Twilight+AF8AXw-short+AF8-story+AF8-,0.4342404902,1,111.1158634841,48.2510070283
326,Laos,Lao+AF8-language,0.4246463776,1,108.660868775,46.1424443122
327,Ludwig+AF8-van+AF8-Beethoven,Anthem+AF8-of+AF8-Europe,0.4276426435,1,109.4275699008,46.7958952642
328,Ludwig+AF8-van+AF8-Beethoven,Roll+AF8-Over+AF8-Beethoven,0.4150625467,1,106.2085050043,44.0831725683
329,Ludwig+AF8-van+AF8-Beethoven,A+AF8-Fifth+AF8-of+AF8-Beethoven,0.4719136357,1,120.7558767645,56.9863448361
330,Ludwig+AF8-van+AF8-Beethoven,Classico,0.4846095443,1,124.0045762263,60.0938011761
331,Ludwig+AF8-van+AF8-Beethoven,A+AF8-Song+AF8-of+AF8-Joy,0.518904388,1,132.7801309172,68.9001925722
332,Ludwig+AF8-van+AF8-Beethoven,This+AF8-Night+AF8AXw-Billy+AF8-Joel+AF8-song+AF8-,0.4554946721,1,116.5545013536,53.0899543758
333,AvtoVAZ,Tolyatti,0.4106097221,1,105.0690915651,43.1423904889
334,Love+AF8-Parade,Germany,0.4224497676,1,108.0987880331,45.6663078824
335,Lodovico+AF8-Ferrari,Italy,0.4276425838,1,109.4275546245,46.7958821985
336,Miranda+AF8-Richardson,The+AF8-Crying+AF8-Game,0.4276425838,1,109.4275546245,46.7958821985
337,Miranda+AF8-Richardson,Sleepy+AF8-Hollow+AF8AXw-film+AF8-,0.510981679,1,130.7528242253,66.8122976567
338,Miranda+AF8-Richardson,Empire+AF8-of+AF8-the+AF8-Sun+AF8AXw-film+AF8-,0.3957529068,1,101.2674473197,40.076886641
339,Miranda+AF8-Richardson,The+AF8-Apostle,0.4276425838,1,109.4275546245,46.7958821985
340,Miranda+AF8-Richardson,Chicken+AF8-Run,0.4276425838,1,109.4275546245,46.7958821985
341,Miranda+AF8-Richardson,The+AF8-Phantom+AF8-of+AF8-the+AF8-Opera+AF8AXw-2004+AF8-film+AF8-,0.448114872,1,114.6661172002,51.3835924319
342,Miranda+AF8-Richardson,The+AF8-Lost+AF8-Prince,0.4276425838,1,109.4275546245,46.7958821985
343,Miranda+AF8-Richardson,Tom+AF8AJgBf-Viv,0.4773313105,1,122.1421814207,58.3022875249
344,Miranda+AF8-Richardson,Enchanted+AF8-April,0.5193600059,1,132.8967169508,69.0212396997
345,Miranda+AF8-Richardson,Dance+AF8-with+AF8-a+AF8-Stranger,0.745347023,1,190.7235274578,142.1552134067
346,Miranda+AF8-Richardson,Merlin+AF8AXw-film+AF8-,0.4276426733,1,109.4275775262,46.7959017861
347,Miranda+AF8-Richardson,Southland+AF8-Tales,0.4199583828,1,107.4612786816,45.1292648087
348,Miranda+AF8-Richardson,Underworld+AF8AXw-1985+AF8-film+AF8-,0.4475468695,1,114.5207735723,51.253413705
349,Miranda+AF8-Richardson,The+AF8-Evening+AF8-Star,0.5664188862,1,144.9384040738,82.0958494031
350,Miranda+AF8-Richardson,Get+AF8-Carter+AF8AXw-2000+AF8-film+AF8-,0.6790032983,1,173.7471274602,117.9748726156
351,Miranda+AF8-Richardson,Kansas+AF8-City+AF8AXw-1996+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
352,Miranda+AF8-Richardson,The+AF8-Designated+AF8-Mourner,0.4276425838,1,109.4275546245,46.7958821985
353,Miranda+AF8-Richardson,Wah+AC0-Wah,0.4731970727,1,121.0842897377,57.2967314538
354,Miranda+AF8-Richardson,Merlin's+AF8-Apprentice,0.4276425838,1,109.4275546245,46.7958821985
355,Miranda+AF8-Richardson,Alice+AF8-in+AF8-Wonderland+AF8AXw-1999+AF8-film+AF8-,0.4146520793,1,106.1034723309,43.996025423
356,Miranda+AF8-Richardson,Damage+AF8AXw-film+AF8-,0.4634473324,1,118.5894721501,54.9599745187
357,Miranda+AF8-Richardson,Snow+AF8-White+AF8AXw-2001+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
358,Miranda+AF8-Richardson,The+AF8-Innocent+AF8AXw-1985+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
359,Miranda+AF8-Richardson,Fatherland+AF8AXw-novel+AF8-,0.425349474,1,108.8407809789,46.2953689391
360,Miranda+AF8-Richardson,Spinning+AF8-Into+AF8-Butter+AF8AXw-film+AF8-,0.4427870214,1,113.3027972582,50.1690081142
361,Miranda+AF8-Richardson,The+AF8-Young+AF8-Victoria,0.4678767323,1,119.7228915473,56.0155552786
362,Miranda+AF8-Richardson,A+AF8-Fox's+AF8-Tale,0.4203598499,1,107.5640083083,45.2155903871
363,Miranda+AF8-Richardson,Made+AF8-in+AF8-Dagenham,0.4276425838,1,109.4275546245,46.7958821985
364,Miranda+AF8-Richardson,Falling+AF8-Angels+AF8AXw-film+AF8-,0.5221551657,1,133.6119579331,69.7661740341
365,Korean+AF8-People's+AF8-Army,Pyongyang,0.4276425838,1,109.4275546245,46.7958821985
366,Oliver+AF8-Conant,Class+AF8-of+AF8-'44,0.4276423454,1,109.4274936214,46.7958300235
367,Office+AF8-of+AF8-Strategic+AF8-Services,T13+AF8-Beano+AF8-Grenade,0.3854900301,1,98.641325546,38.0252475538
368,Puerto+AF8-Rico,Spanish+AF8-language,0.4161922634,1,106.4975831752,44.3234701883
369,Puerto+AF8-Rico,English+AF8-language,0.7394189239,1,189.2066126026,139.9029498854
370,Plymouth,United+AF8-Kingdom,0.4161922038,1,106.4975679244,44.3234574938
371,Pope+AF8-Benedict+AF8-XIII,Rome,0.4557040632,1,116.6080815089,53.1387765455
372,Pope+AF8-Benedict+AF8-XIII,Gravina+AF8-in+AF8-Puglia,0.4276425838,1,109.4275546245,46.7958821985
373,Pope+AF8-Clement+AF8-IX,Rome,0.4203598499,1,107.5640083083,45.2155903871
374,Pope+AF8-Gregory+AF8-IX,Rome,0.4919257164,1,125.8766788943,61.9219754432
375,Pope+AF8-Gregory+AF8-IX,Anagni,0.4231376648,1,108.2748109815,45.8151506754
376,Paul+AF8-Whitehouse,The+AF8-Fast+AF8-Show,0.4276425838,1,109.4275546245,46.7958821985
377,Paul+AF8-Whitehouse,Corpse+AF8-Bride,0.4373797476,1,111.9191540675,48.9511713576
378,Paul+AF8-Whitehouse,Down+AF8-the+AF8-Line+AF8AXw-radio+AF8-series+AF8-,0.4581737518,1,117.2400391165,53.7163085832
379,Paul+AF8-Whitehouse,Harry+AF8AJgBf-Paul,0.7436279058,1,190.2836302202,141.5002174487
380,Pol+AF8-Pot,Khieu+AF8-Ponnary,0.4276425838,1,109.4275546245,46.7958821985
381,Pope+AF8-Sergius+AF8-II,Rome,0.4276425838,1,109.4275546245,46.7958821985
382,Pierre+AF8-Trudeau,Margaret+AF8-Trudeau,0.4162754118,1,106.5188596486,44.3411821647
383,Pierre+AF8-Trudeau,Justin+AF8-Trudeau,0.4508808255,1,115.3738847126,52.0198723803
384,Pierre+AF8-Trudeau,Alexandre+AF8-Trudeau,0.4508925378,1,115.3768817208,52.0225750025
385,Pierre+AF8-Trudeau,Michel+AF8-Trudeau,0.4276425838,1,109.4275546245,46.7958821985
386,Pierre+AF8-Trudeau,Deborah+AF8-Coyne,0.4775128067,1,122.1886236743,58.3466326375
387,Pierre+AF8-Trudeau,Montreal,0.4920012057,1,125.8959955148,61.9409815861
388,Pope+AF8-Theodore+AF8-II,Rome,1.2702009678,2,162.5130319727,206.4242104919
389,Quentin+AF8-Tarantino,Natural+AF8-Born+AF8-Killers,0.4276425838,1,109.4275546245,46.7958821985
390,Quentin+AF8-Tarantino,The+AF8-Rock+AF8AXw-film+AF8-,0.3959402144,1,101.3153766266,40.1148319436
391,Quentin+AF8-Tarantino,Pulp+AF8-Fiction+AF8AXw-film+AF8-,0.403958112,1,103.3670407051,41.7559546062
392,Quentin+AF8-Tarantino,Knoxville+AF8-Tennessee,0.3860255778,1,98.7783644599,38.1309752148
393,Quentin+AF8-Tarantino,Reservoir+AF8-Dogs,0.4276425838,1,109.4275546245,46.7958821985
394,Quentin+AF8-Tarantino,Kill+AF8-Bill,0.4276425838,1,109.4275546245,46.7958821985
395,Quentin+AF8-Tarantino,Jackie+AF8-Brown+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
396,Quentin+AF8-Tarantino,True+AF8-Romance,0.4276425838,1,109.4275546245,46.7958821985
397,Quentin+AF8-Tarantino,From+AF8-Dusk+AF8-till+AF8-Dawn,1.2658200859,3,107.968353201,136.6685101234
398,Quentin+AF8-Tarantino,Four+AF8-Rooms,0.4251219928,1,108.7825718286,46.2458637177
399,Quentin+AF8-Tarantino,Inglourious+AF8-Basterds,0.4154525697,1,106.3083062513,44.1660590126
400,Quentin+AF8-Tarantino,Killing+AF8-Zoe,0.4177514613,1,106.8965593759,44.6561938872
401,Quentin+AF8-Tarantino,Bill+AF8AXw-Kill+AF8-Bill+AF8-,0.4562110007,1,116.7377994861,53.2570683231
402,Quentin+AF8-Tarantino,My+AF8-Best+AF8-Friend's+AF8-Birthday,1.762324512,4,112.7383410284,198.6815418366
403,Quentin+AF8-Tarantino,Crimson+AF8-Tide+AF8AXw-film+AF8-,0.4276426733,1,109.4275775262,46.7959017861
404,Quentin+AF8-Tarantino,Sin+AF8-City+AF8AXw-film+AF8-,0.4194733202,1,107.337158175,45.0250741205
405,Quentin+AF8-Tarantino,The+AF8-Muppets'+AF8-Wizard+AF8-of+AF8-Oz,0.7028428912,1,179.8473346265,126.4044206435
406,Quentin+AF8-Tarantino,Hostel+AF8AXw-film+AF8-,0.5829318166,1,149.1638242303,86.9523390296
407,Quentin+AF8-Tarantino,Hell+AF8-Ride,0.4276425838,1,109.4275546245,46.7958821985
408,Quentin+AF8-Tarantino,Grindhouse+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
409,Quentin+AF8-Tarantino,BaadAsssss+AF8-Cinema,0.395940274,1,101.3153918774,40.1148440204
410,Quentin+AF8-Tarantino,Death+AF8-Proof,0.4219606519,1,107.9736303968,45.5606234703
411,Quentin+AF8-Tarantino,Planet+AF8-Terror,0.4276425838,1,109.4275546245,46.7958821985
412,Quentin+AF8-Tarantino,Grave+AF8-Danger,0.4276425838,2,54.7137773122,23.3979410993
413,Quentin+AF8-Tarantino,Machete+AF8AXw-film+AF8-,0.8469986021,2,108.3673484695,91.786992667
414,Quentin+AF8-Tarantino,Past+AF8-Midnight,0.8592533767,2,109.935258294,94.4622419075
415,Quentin+AF8-Tarantino,Vincenzo+AF8-Coccotti,0.4276426435,1,109.4275699008,46.7958952642
416,Quentin+AF8-Tarantino,Hans+AF8-Landa,0.4106097221,1,105.0690915651,43.1423904889
417,Quentin+AF8-Tarantino,Destiny+AF8-Turns+AF8-on+AF8-the+AF8-Radio,0.4789631069,1,122.559734528,58.7015912304
418,Russell+AF8-Crowe,Danielle+AF8-Spencer+AF8AXw-Australian+AF8-singer+AF8-,0.8288899362,2,106.0504755691,87.9041719285
419,Robert+AF8-Bunsen,Heidelberg,0.9017363787,1,230.7413026089,208.0678266311
420,Robert+AF8-Bunsen,University+AF8-of+AF8-Marburg,0.4324305952,1,110.6527375199,47.8496291462
421,Robert+AF8-Bunsen,Friedrich+AF8-Stromeyer,0.4323377907,1,110.62899019,47.8290932061
422,Robin+AF8-Wright+AF8-Penn,Sean+AF8-Penn,0.8265743553,2,105.7542137315,87.4137210354
423,Robert+AF8-Askin,Milton+AF8-Morris,0.427642554,1,109.4275469991,46.7958756766
424,Shannon+AF8-Elizabeth,American+AF8-Pie+AF8-2,0.6628039479,1,169.6019478922,112.4128406345
425,Shannon+AF8-Elizabeth,Tomcats+AF8AXw-film+AF8-,0.4338114262,1,111.0060722096,48.1557025021
426,Shannon+AF8-Elizabeth,Scary+AF8-Movie,0.4325190485,1,110.6753714405,47.8692063478
427,Shannon+AF8-Elizabeth,Johnson+AF8-Family+AF8-Vacation,0.4276425838,1,109.4275546245,46.7958821985
428,Shannon+AF8-Elizabeth,Thirteen+AF8-Ghosts+AF8AXw-2001+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
429,Shannon+AF8-Elizabeth,Cursed+AF8AXw-2005+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
430,Shannon+AF8-Elizabeth,American+AF8-Pie+AF8AXw-film+AF8-,0.4116343558,1,105.3312805155,43.3579738006
431,Shannon+AF8-Elizabeth,Jack+AF8-Frost+AF8AXw-1996+AF8-film+AF8-,0.5020294189,1,128.4620702915,64.4917384991
432,Shannon+AF8-Elizabeth,Deal+AF8AXw-2008+AF8-film+AF8-,0.0183983445,1,4.7078703666,0.0866170209
433,Shannon+AF8-Elizabeth,Scary+AF8-Movie+AF8AXw-film+AF8-series+AF8-,0.6545621157,1,167.4929821871,109.6345607853
434,Shannon+AF8-Elizabeth,Joseph+AF8-D.+AF8-Reitman,0.4057414234,1,103.8233643104,42.1254396175
435,Shannon+AF8-Elizabeth,Dish+AF8-Dogs,0.4436353147,1,113.5198632496,50.3614202574
436,Shannon+AF8-Elizabeth,Night+AF8-of+AF8-the+AF8-Demons+AF8AXw-2010+AF8-film+AF8-,0.4143872857,1,106.0357154769,43.9398523237
437,Spain,Basque+AF8-language,0.4276425838,1,109.4275546245,46.7958821985
438,Spain,Catalan+AF8-language,0.4276425838,1,109.4275546245,46.7958821985
439,Spain,Occitan+AF8-language,0.4276425838,1,109.4275546245,46.7958821985
440,Spain,Spanish+AF8-language,0.4276425838,1,109.4275546245,46.7958821985
441,Spain,Leonese+AF8-language,0.4276426435,1,109.4275699008,46.7958952642
442,Spain,Asturian+AF8-language,0.4162012637,1,106.4998862218,44.3253872294
443,Spain,Galician+AF8-language,0.4338943958,1,111.0273029308,48.1741245224
444,Square+AF8-Co.,Chrono+AF8-Trigger,0.4153364599,1,106.2785954321,44.1413755899
445,Square+AF8-Co.,Chrono+AF8-Cross,0.0183984041,1,4.7078856174,0.086617582
446,Square+AF8-Co.,Final+AF8-Fantasy,0.4276425838,1,109.4275546245,46.7958821985
447,Square+AF8-Co.,Tokyo,0.4227134287,1,108.1662550968,45.7233285616
448,Square+AF8-Co.,Xenogears,0.4276425838,1,109.4275546245,46.7958821985
449,Square+AF8-Co.,Final+AF8-Fantasy+AF8-Tactics,0.4567211568,1,116.8683410566,53.3762439207
450,Square+AF8-Co.,Final+AF8-Fantasy+AF8AXw-video+AF8-game+AF8-,0.6381288171,1,163.287938657,104.1987391419
451,Square+AF8-Co.,Final+AF8-Fantasy+AF8-II,0.4276425838,1,109.4275546245,46.7958821985
452,Square+AF8-Co.,Final+AF8-Fantasy+AF8-IV,0.4883480072,1,124.9611948342,61.0245504746
453,Square+AF8-Co.,Final+AF8-Fantasy+AF8-VI,0.4734470844,1,121.1482641172,57.3572924264
454,Square+AF8-Co.,Final+AF8-Fantasy+AF8-VII,0.4900290072,1,125.3913384314,61.445393083
455,Square+AF8-Co.,Final+AF8-Fantasy+AF8-VIII,0.4169698358,1,106.6965527107,44.4892440642
456,Square+AF8-Co.,Final+AF8-Fantasy+AF8-IX,0.4198715985,1,107.4390718339,45.1106148323
457,Square+AF8-Co.,Final+AF8-Fantasy+AF8-X,0.4144339263,1,106.0476501321,43.9497440191
